"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"548005","22717","CARD DOG AND BALL",12,"3/29/11 10:49",0.42,14128,"United Kingdom"
"548005","22817","CARD SUKI BIRTHDAY",12,"3/29/11 10:49",0.42,14128,"United Kingdom"
"548005","21497","FANCY FONTS BIRTHDAY WRAP",25,"3/29/11 10:49",0.42,14128,"United Kingdom"
"548005","21498","RED RETROSPOT WRAP",25,"3/29/11 10:49",0.42,14128,"United Kingdom"
"548005","21499","BLUE POLKADOT WRAP",25,"3/29/11 10:49",0.42,14128,"United Kingdom"
"548005","21500","PINK POLKADOT WRAP",25,"3/29/11 10:49",0.42,14128,"United Kingdom"
"548005","23230","WRAP ALPHABET DESIGN",25,"3/29/11 10:49",0.42,14128,"United Kingdom"
"548005","22300","COFFEE MUG DOG + BALL DESIGN",6,"3/29/11 10:49",2.55,14128,"United Kingdom"
"548005","22303","COFFEE MUG APPLES DESIGN",6,"3/29/11 10:49",2.55,14128,"United Kingdom"
"548005","22301","COFFEE MUG CAT + BIRD DESIGN",6,"3/29/11 10:49",2.55,14128,"United Kingdom"
"548005","22302","COFFEE MUG PEARS  DESIGN",6,"3/29/11 10:49",2.55,14128,"United Kingdom"
"548005","22508","DOORSTOP RETROSPOT HEART",4,"3/29/11 10:49",3.75,14128,"United Kingdom"
"548005","22766","PHOTO FRAME CORNICE",8,"3/29/11 10:49",2.95,14128,"United Kingdom"
"548005","82494L","WOODEN FRAME ANTIQUE WHITE",6,"3/29/11 10:49",2.95,14128,"United Kingdom"
"548005","82482","WOODEN PICTURE FRAME WHITE FINISH",6,"3/29/11 10:49",2.55,14128,"United Kingdom"
"548005","21381","MINI WOODEN HAPPY BIRTHDAY GARLAND",12,"3/29/11 10:49",1.69,14128,"United Kingdom"
"548005","22139","RETROSPOT TEA SET CERAMIC 11 PC",6,"3/29/11 10:49",4.95,14128,"United Kingdom"
"548005","21559","STRAWBERRY LUNCH BOX WITH CUTLERY",6,"3/29/11 10:49",2.55,14128,"United Kingdom"
"548005","22646","CERAMIC STRAWBERRY CAKE MONEY BANK",12,"3/29/11 10:49",1.45,14128,"United Kingdom"
"548005","22645","CERAMIC HEART FAIRY CAKE MONEY BANK",12,"3/29/11 10:49",1.45,14128,"United Kingdom"
"548006","22241","GARLAND WOODEN HAPPY EASTER",12,"3/29/11 10:50",1.25,18226,"United Kingdom"
"548006","47566","PARTY BUNTING",8,"3/29/11 10:50",4.95,18226,"United Kingdom"
"548006","22178","VICTORIAN GLASS HANGING T-LIGHT",12,"3/29/11 10:50",1.25,18226,"United Kingdom"
"548006","84978","HANGING HEART JAR T-LIGHT HOLDER",12,"3/29/11 10:50",1.25,18226,"United Kingdom"
"548006","85099B","JUMBO BAG RED RETROSPOT",20,"3/29/11 10:50",1.95,18226,"United Kingdom"
"548006","20711","JUMBO BAG TOYS",20,"3/29/11 10:50",1.95,18226,"United Kingdom"
"548006","21929","JUMBO BAG PINK VINTAGE PAISLEY",10,"3/29/11 10:50",1.95,18226,"United Kingdom"
"548006","21928","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",10,"3/29/11 10:50",1.95,18226,"United Kingdom"
"548006","21936","RED RETROSPOT PICNIC BAG",5,"3/29/11 10:50",2.95,18226,"United Kingdom"
"548006","21932","SCANDINAVIAN PAISLEY PICNIC BAG",5,"3/29/11 10:50",2.95,18226,"United Kingdom"
"548006","20725","LUNCH BAG RED RETROSPOT",20,"3/29/11 10:50",1.65,18226,"United Kingdom"
"548006","20728","LUNCH BAG CARS BLUE",10,"3/29/11 10:50",1.65,18226,"United Kingdom"
"548006","20727","LUNCH BAG  BLACK SKULL.",10,"3/29/11 10:50",1.65,18226,"United Kingdom"
"548006","22383","LUNCH BAG SUKI DESIGN",10,"3/29/11 10:50",1.65,18226,"United Kingdom"
"548006","22384","LUNCH BAG PINK POLKADOT",10,"3/29/11 10:50",1.65,18226,"United Kingdom"
"548006","21933","PINK VINTAGE PAISLEY PICNIC BAG",5,"3/29/11 10:50",2.95,18226,"United Kingdom"
"548006","22771","CLEAR DRAWER KNOB ACRYLIC EDWARDIAN",12,"3/29/11 10:50",1.25,18226,"United Kingdom"
"548006","22607","WOODEN ROUNDERS GARDEN SET",2,"3/29/11 10:50",9.95,18226,"United Kingdom"
"548006","21063","PARTY INVITES JAZZ HEARTS",12,"3/29/11 10:50",0.85,18226,"United Kingdom"
"548006","21059","PARTY INVITES DINOSAURS",12,"3/29/11 10:50",0.85,18226,"United Kingdom"
"548006","21060","PARTY INVITES BALLOON GIRL",12,"3/29/11 10:50",0.85,18226,"United Kingdom"
"548006","21380","WOODEN HAPPY BIRTHDAY GARLAND",6,"3/29/11 10:50",2.95,18226,"United Kingdom"
"548007","82494L","WOODEN FRAME ANTIQUE WHITE",6,"3/29/11 10:51",2.95,13769,"United Kingdom"
"548007","22854","CREAM SWEETHEART EGG HOLDER",4,"3/29/11 10:51",4.95,13769,"United Kingdom"
"548007","85123A","WHITE HANGING HEART T-LIGHT HOLDER",6,"3/29/11 10:51",2.95,13769,"United Kingdom"
"548007","22804","CANDLEHOLDER PINK HANGING HEART",6,"3/29/11 10:51",2.95,13769,"United Kingdom"
"548007","84945","MULTI COLOUR SILVER T-LIGHT HOLDER",12,"3/29/11 10:51",0.85,13769,"United Kingdom"
"548007","82600","NO SINGING METAL SIGN",12,"3/29/11 10:51",2.1,13769,"United Kingdom"
"548007","22115","METAL SIGN EMPIRE TEA",6,"3/29/11 10:51",2.95,13769,"United Kingdom"
"548007","85150","LADIES & GENTLEMEN METAL SIGN",6,"3/29/11 10:51",2.55,13769,"United Kingdom"
"548007","22285","HANGING HEN ON NEST DECORATION",12,"3/29/11 10:51",1.65,13769,"United Kingdom"
"548007","22284","HEN HOUSE DECORATION",12,"3/29/11 10:51",1.65,13769,"United Kingdom"
"548007","22499","WOODEN UNION JACK BUNTING",3,"3/29/11 10:51",5.95,13769,"United Kingdom"
"548007","48138","DOORMAT UNION FLAG",2,"3/29/11 10:51",7.95,13769,"United Kingdom"
"548007","22228","BUNNY WOODEN PAINTED WITH BIRD",12,"3/29/11 10:51",0.85,13769,"United Kingdom"
"548007","22957","SET 3 PAPER VINTAGE CHICK PAPER EGG",6,"3/29/11 10:51",2.95,13769,"United Kingdom"
"548007","84836","ZINC METAL HEART DECORATION",12,"3/29/11 10:51",1.25,13769,"United Kingdom"
"548007","21626","VINTAGE UNION JACK PENNANT",12,"3/29/11 10:51",1.95,13769,"United Kingdom"
"548007","85174","S/4 CACTI CANDLES",4,"3/29/11 10:51",4.95,13769,"United Kingdom"
"548008","21190",,-80,"3/29/11 10:52",0,,"United Kingdom"
"C548009","22720","SET OF 3 CAKE TINS PANTRY DESIGN",-2,"3/29/11 10:55",4.95,14245,"United Kingdom"
"548010","23008","DOLLY GIRL BABY GIFT SET",18,"3/29/11 11:04",14.95,14646,"Netherlands"
"548010","23007","SPACEBOY BABY GIFT SET",18,"3/29/11 11:04",14.95,14646,"Netherlands"
"548010","23010","CIRCUS PARADE BABY GIFT SET",6,"3/29/11 11:04",14.95,14646,"Netherlands"
"548010","22712","CARD DOLLY GIRL",144,"3/29/11 11:04",0.36,14646,"Netherlands"
"548010","22037","ROBOT BIRTHDAY CARD",72,"3/29/11 11:04",0.42,14646,"Netherlands"
"548010","23128","DOLLCRAFT BOY JEAN-PAUL",40,"3/29/11 11:04",4.15,14646,"Netherlands"
"548010","23126","DOLLCRAFT GIRL AMELIE KIT",40,"3/29/11 11:04",4.15,14646,"Netherlands"
"548010","22979","PANTRY WASHING UP BRUSH",72,"3/29/11 11:04",1.25,14646,"Netherlands"
"548010","23178","JAM CLOCK MAGNET",72,"3/29/11 11:04",2.49,14646,"Netherlands"
"548010","23179","CLOCK MAGNET MUM'S KITCHEN",72,"3/29/11 11:04",2.49,14646,"Netherlands"
"548010","23184","BULL DOG BOTTLE OPENER",36,"3/29/11 11:04",4.15,14646,"Netherlands"
"548010","23154","SET OF 4 JAM JAR MAGNETS",120,"3/29/11 11:04",1.85,14646,"Netherlands"
"548010","23158","SET OF 5 LUCKY CAT MAGNETS",120,"3/29/11 11:04",1.85,14646,"Netherlands"
"548010","23156","SET OF 5 MINI GROCERY MAGNETS",120,"3/29/11 11:04",1.85,14646,"Netherlands"
"548010","23159","SET OF 5 PANCAKE DAY MAGNETS",120,"3/29/11 11:04",1.85,14646,"Netherlands"
"548011","22149","FELTCRAFT 6 FLOWER FRIENDS",40,"3/29/11 11:14",1.85,14646,"Netherlands"
"548011","22968","ROSE COTTAGE KEEPSAKE BOX",24,"3/29/11 11:14",8.5,14646,"Netherlands"
"548011","22759","SET OF 3 NOTEBOOKS IN PARCEL",96,"3/29/11 11:14",1.45,14646,"Netherlands"
"548011","20723","STRAWBERRY CHARLOTTE BAG",200,"3/29/11 11:14",0.72,14646,"Netherlands"
"548011","20717","STRAWBERRY SHOPPER BAG",100,"3/29/11 11:14",1.06,14646,"Netherlands"
"548011","20719","WOODLAND CHARLOTTE BAG",200,"3/29/11 11:14",0.72,14646,"Netherlands"
"548011","20724","RED RETROSPOT CHARLOTTE BAG",100,"3/29/11 11:14",0.72,14646,"Netherlands"
"548011","20726","LUNCH BAG WOODLAND",100,"3/29/11 11:14",1.45,14646,"Netherlands"
"548011","21188","3D HEARTS  HONEYCOMB PAPER GARLAND",48,"3/29/11 11:14",2.55,14646,"Netherlands"
"548011","21207","SKULL AND CROSSBONES  GARLAND",48,"3/29/11 11:14",1.45,14646,"Netherlands"
"548011","21212","PACK OF 72 RETROSPOT CAKE CASES",240,"3/29/11 11:14",0.42,14646,"Netherlands"
"548011","21213","PACK OF 72 SKULL CAKE CASES",240,"3/29/11 11:14",0.42,14646,"Netherlands"
"548011","21481","FAWN BLUE HOT WATER BOTTLE",36,"3/29/11 11:14",2.55,14646,"Netherlands"
"548011","21559","STRAWBERRY LUNCH BOX WITH CUTLERY",180,"3/29/11 11:14",2.1,14646,"Netherlands"
"548011","21561","DINOSAUR LUNCH BOX WITH CUTLERY",60,"3/29/11 11:14",2.1,14646,"Netherlands"
"548011","21937","STRAWBERRY   PICNIC BAG",100,"3/29/11 11:14",2.55,14646,"Netherlands"
"548011","21975","PACK OF 60 DINOSAUR CAKE CASES",120,"3/29/11 11:14",0.42,14646,"Netherlands"
"548011","21976","PACK OF 60 MUSHROOM CAKE CASES",240,"3/29/11 11:14",0.42,14646,"Netherlands"
"548011","22029","SPACEBOY BIRTHDAY CARD",216,"3/29/11 11:14",0.36,14646,"Netherlands"
"548011","22245","HOOK, 1 HANGER ,MAGIC GARDEN",192,"3/29/11 11:14",0.72,14646,"Netherlands"
"548011","22243","5 HOOK HANGER RED MAGIC TOADSTOOL",96,"3/29/11 11:14",1.45,14646,"Netherlands"
"548011","22244","3 HOOK HANGER MAGIC GARDEN",96,"3/29/11 11:14",1.65,14646,"Netherlands"
"548011","22297","HEART IVORY TRELLIS SMALL",288,"3/29/11 11:14",1.06,14646,"Netherlands"
"548011","22326","ROUND SNACK BOXES SET OF4 WOODLAND",144,"3/29/11 11:14",2.55,14646,"Netherlands"
"548011","22328","ROUND SNACK BOXES SET OF 4 FRUITS",144,"3/29/11 11:14",2.55,14646,"Netherlands"
"548011","22327","ROUND SNACK BOXES SET OF 4 SKULLS",96,"3/29/11 11:14",2.55,14646,"Netherlands"
"548011","22352","LUNCH BOX WITH CUTLERY RETROSPOT",120,"3/29/11 11:14",2.1,14646,"Netherlands"
"548011","22356","CHARLOTTE BAG PINK POLKADOT",100,"3/29/11 11:14",0.72,14646,"Netherlands"
"548011","22367","CHILDRENS APRON SPACEBOY DESIGN",50,"3/29/11 11:14",1.65,14646,"Netherlands"
"548011","22382","LUNCH BAG SPACEBOY DESIGN",200,"3/29/11 11:14",1.45,14646,"Netherlands"
"548011","22384","LUNCH BAG PINK POLKADOT",100,"3/29/11 11:14",1.45,14646,"Netherlands"
"548011","22385","JUMBO BAG SPACEBOY DESIGN",100,"3/29/11 11:14",1.65,14646,"Netherlands"
"548011","22386","JUMBO BAG PINK POLKADOT",100,"3/29/11 11:14",1.65,14646,"Netherlands"
"548011","22399","MAGNETS PACK OF 4 CHILDHOOD MEMORY",108,"3/29/11 11:14",1.06,14646,"Netherlands"
"548011","22417","PACK OF 60 SPACEBOY CAKE CASES",240,"3/29/11 11:14",0.42,14646,"Netherlands"
"548011","22423","REGENCY CAKESTAND 3 TIER",32,"3/29/11 11:14",10.95,14646,"Netherlands"
"548011","22432","WATERING CAN PINK BUNNY",48,"3/29/11 11:14",1.65,14646,"Netherlands"
"548011","22554","PLASTERS IN TIN WOODLAND ANIMALS",192,"3/29/11 11:14",1.45,14646,"Netherlands"
"548011","22555","PLASTERS IN TIN STRONGMAN",96,"3/29/11 11:14",1.45,14646,"Netherlands"
"548011","22556","PLASTERS IN TIN CIRCUS PARADE",96,"3/29/11 11:14",1.45,14646,"Netherlands"
"548011","22557","PLASTERS IN TIN VINTAGE PAISLEY",96,"3/29/11 11:14",1.45,14646,"Netherlands"
"548011","22558","CLOTHES PEGS RETROSPOT PACK 24",96,"3/29/11 11:14",1.25,14646,"Netherlands"
"548011","22613","PACK OF 20 SPACEBOY NAPKINS",192,"3/29/11 11:14",0.72,14646,"Netherlands"
"548011","22629","SPACEBOY LUNCH BOX",640,"3/29/11 11:14",1.65,14646,"Netherlands"
"548011","22630","DOLLY GIRL LUNCH BOX",640,"3/29/11 11:14",1.65,14646,"Netherlands"
"548011","22631","CIRCUS PARADE LUNCH BOX",128,"3/29/11 11:14",1.65,14646,"Netherlands"
"548011","22634","CHILDS BREAKFAST SET SPACEBOY",16,"3/29/11 11:14",8.5,14646,"Netherlands"
"548011","22635","CHILDS BREAKFAST SET DOLLY GIRL",16,"3/29/11 11:14",8.5,14646,"Netherlands"
"548011","22662","LUNCH BAG DOLLY GIRL DESIGN",200,"3/29/11 11:14",1.45,14646,"Netherlands"
"548011","22661","CHARLOTTE BAG DOLLY GIRL DESIGN",100,"3/29/11 11:14",0.72,14646,"Netherlands"
"548011","22663","JUMBO BAG DOLLY GIRL DESIGN",200,"3/29/11 11:14",1.65,14646,"Netherlands"
"548011","22667","RECIPE BOX RETROSPOT",48,"3/29/11 11:14",2.55,14646,"Netherlands"
"548011","22666","RECIPE BOX PANTRY YELLOW DESIGN",24,"3/29/11 11:14",2.55,14646,"Netherlands"
"548011","22714","CARD BIRTHDAY COWBOY",144,"3/29/11 11:14",0.36,14646,"Netherlands"
"548011","22776","SWEETHEART CAKESTAND 3 TIER",12,"3/29/11 11:14",8.5,14646,"Netherlands"
"548011","22779","WOODEN OWLS LIGHT GARLAND",48,"3/29/11 11:14",3.75,14646,"Netherlands"
"548011","22780","LIGHT GARLAND BUTTERFILES PINK",48,"3/29/11 11:14",3.75,14646,"Netherlands"
"548011","22814","CARD PARTY GAMES",144,"3/29/11 11:14",0.36,14646,"Netherlands"
"548011","22848","BREAD BIN DINER STYLE PINK",12,"3/29/11 11:14",14.95,14646,"Netherlands"
"548011","22849","BREAD BIN DINER STYLE MINT",12,"3/29/11 11:14",14.95,14646,"Netherlands"
"548011","22890","NOVELTY BISCUITS CAKE STAND 3 TIER",24,"3/29/11 11:14",8.5,14646,"Netherlands"
"548011","22895","SET OF 2 TEA TOWELS APPLE AND PEARS",100,"3/29/11 11:14",2.55,14646,"Netherlands"
"548011","22899","CHILDREN'S APRON DOLLY GIRL",50,"3/29/11 11:14",1.85,14646,"Netherlands"
"548011","22908","PACK OF 20 NAPKINS RED APPLES",96,"3/29/11 11:14",0.72,14646,"Netherlands"
"548011","22951","60 CAKE CASES DOLLY GIRL DESIGN",240,"3/29/11 11:14",0.42,14646,"Netherlands"
"548011","22956","36 FOIL HEART CAKE CASES",144,"3/29/11 11:14",1.85,14646,"Netherlands"
"548011","22964","3 PIECE SPACEBOY COOKIE CUTTER SET",144,"3/29/11 11:14",1.85,14646,"Netherlands"
"548011","22966","GINGERBREAD MAN COOKIE CUTTER",144,"3/29/11 11:14",1.06,14646,"Netherlands"
"548011","22967","SET 3 SONG BIRD PAPER EGGS ASSORTED",48,"3/29/11 11:14",2.55,14646,"Netherlands"
"548011","22972","CHILDREN'S SPACEBOY MUG",48,"3/29/11 11:14",1.45,14646,"Netherlands"
"548011","22974","CHILDRENS DOLLY GIRL MUG",48,"3/29/11 11:14",1.45,14646,"Netherlands"
"548011","22992","REVOLVER WOODEN RULER",144,"3/29/11 11:14",1.65,14646,"Netherlands"
"548011","22993","SET OF 4 PANTRY JELLY MOULDS",72,"3/29/11 11:14",1.06,14646,"Netherlands"
"548011","84378","SET OF 3 HEART COOKIE CUTTERS",144,"3/29/11 11:14",1.06,14646,"Netherlands"
"548011","84380","SET OF 3 BUTTERFLY COOKIE CUTTERS",144,"3/29/11 11:14",1.06,14646,"Netherlands"
"548011","84987","SET OF 36 TEATIME PAPER DOILIES",144,"3/29/11 11:14",1.25,14646,"Netherlands"
"548011","84988","SET OF 72 PINK HEART PAPER DOILIES",96,"3/29/11 11:14",1.25,14646,"Netherlands"
"548011","84991","60 TEATIME FAIRY CAKE CASES",240,"3/29/11 11:14",0.42,14646,"Netherlands"
"548011","84459A","PINK METAL CHICKEN HEART",96,"3/29/11 11:14",1.25,14646,"Netherlands"
"548011","85099B","JUMBO BAG RED RETROSPOT",100,"3/29/11 11:14",1.65,14646,"Netherlands"
"548011","20727","LUNCH BAG  BLACK SKULL.",100,"3/29/11 11:14",1.45,14646,"Netherlands"
"548011","21211","SET OF 72 SKULL PAPER  DOILIES",96,"3/29/11 11:14",1.25,14646,"Netherlands"
"548011","22650","CERAMIC PIRATE CHEST MONEY BANK",36,"3/29/11 11:14",1.25,14646,"Netherlands"
"548011","20712","JUMBO BAG WOODLAND ANIMALS",200,"3/29/11 11:14",1.65,14646,"Netherlands"
"548011","22136","LOVE HEART SOCK HANGER",96,"3/29/11 11:14",1.45,14646,"Netherlands"
"548011","84992","72 SWEETHEART FAIRY CAKE CASES",120,"3/29/11 11:14",0.42,14646,"Netherlands"
"548011","22131","FOOD CONTAINER SET 3 LOVE HEART",144,"3/29/11 11:14",1.65,14646,"Netherlands"
"548011","23158","SET OF 5 LUCKY CAT MAGNETS",120,"3/29/11 11:14",1.85,14646,"Netherlands"
"548011","23155","KNICKERBOCKERGLORY MAGNET ASSORTED",96,"3/29/11 11:14",0.72,14646,"Netherlands"
"548012","22030","SWALLOWS GREETING CARD",12,"3/29/11 11:15",0.42,17377,"United Kingdom"
"548012","22712","CARD DOLLY GIRL",12,"3/29/11 11:15",0.42,17377,"United Kingdom"
"548012","21506","FANCY FONT BIRTHDAY CARD,",12,"3/29/11 11:15",0.42,17377,"United Kingdom"
"548012","21509","COWBOYS AND INDIANS BIRTHDAY CARD",12,"3/29/11 11:15",0.42,17377,"United Kingdom"
"548012","21034","REX CASH+CARRY JUMBO SHOPPER",1,"3/29/11 11:15",0.95,17377,"United Kingdom"
"548012","21621","VINTAGE UNION JACK BUNTING",18,"3/29/11 11:15",8.5,17377,"United Kingdom"
"548012","22900","SET 2 TEA TOWELS I LOVE LONDON",20,"3/29/11 11:15",2.95,17377,"United Kingdom"
"548012","21625","VINTAGE UNION JACK APRON",1,"3/29/11 11:15",6.95,17377,"United Kingdom"
"548012","21929","JUMBO BAG PINK VINTAGE PAISLEY",5,"3/29/11 11:15",1.95,17377,"United Kingdom"
"548012","85099F","JUMBO BAG STRAWBERRY",3,"3/29/11 11:15",1.95,17377,"United Kingdom"
"548012","21928","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",5,"3/29/11 11:15",1.95,17377,"United Kingdom"
"548012","22451","SILK PURSE BABUSHKA RED",5,"3/29/11 11:15",3.35,17377,"United Kingdom"
"548012","85123A","WHITE HANGING HEART T-LIGHT HOLDER",12,"3/29/11 11:15",2.95,17377,"United Kingdom"
"548013","22616","PACK OF 12 LONDON TISSUES",24,"3/29/11 11:25",0.29,17874,"United Kingdom"
"548013","22900","SET 2 TEA TOWELS I LOVE LONDON",6,"3/29/11 11:25",2.95,17874,"United Kingdom"
"548013","22902","TOTE BAG I LOVE LONDON",12,"3/29/11 11:25",2.1,17874,"United Kingdom"
"548013","22970","LONDON BUS COFFEE MUG",6,"3/29/11 11:25",2.55,17874,"United Kingdom"
"548014","35241","ENAMEL BLUE RIM BISCUIT BIN",3,"3/29/11 11:29",4.95,17719,"United Kingdom"
"548014","22424","ENAMEL BREAD BIN CREAM",1,"3/29/11 11:29",12.75,17719,"United Kingdom"
"548014","22722","SET OF 6 SPICE TINS PANTRY DESIGN",4,"3/29/11 11:29",3.95,17719,"United Kingdom"
"548014","22720","SET OF 3 CAKE TINS PANTRY DESIGN",3,"3/29/11 11:29",4.95,17719,"United Kingdom"
"548014","22841","ROUND CAKE TIN VINTAGE GREEN",2,"3/29/11 11:29",7.95,17719,"United Kingdom"
"548014","22844","VINTAGE CREAM DOG FOOD CONTAINER",2,"3/29/11 11:29",8.5,17719,"United Kingdom"
"548014","22845","VINTAGE CREAM CAT FOOD CONTAINER",2,"3/29/11 11:29",6.35,17719,"United Kingdom"
"548014","21430","SET/3 RED GINGHAM ROSE STORAGE BOX",4,"3/29/11 11:29",3.75,17719,"United Kingdom"
"548014","21706","FOLDING UMBRELLA RED/WHITE POLKADOT",4,"3/29/11 11:29",4.95,17719,"United Kingdom"
"548014","22193","RED DINER WALL CLOCK",2,"3/29/11 11:29",8.5,17719,"United Kingdom"
"548014","21395","BLUE POLKADOT BEAKER",48,"3/29/11 11:29",0.39,17719,"United Kingdom"
"548014","21394","RED POLKADOT BEAKER",48,"3/29/11 11:29",0.39,17719,"United Kingdom"
"548014","21397","BLUE POLKADOT EGG CUP",48,"3/29/11 11:29",0.39,17719,"United Kingdom"
"548014","21400","RED PUDDING SPOON",24,"3/29/11 11:29",0.12,17719,"United Kingdom"
"548014","21401","BLUE PUDDING SPOON",24,"3/29/11 11:29",0.12,17719,"United Kingdom"
"548014","21399","BLUE POLKADOT COFFEE MUG",48,"3/29/11 11:29",0.39,17719,"United Kingdom"
"548014","21398","RED POLKADOT COFFEE  MUG",48,"3/29/11 11:29",0.39,17719,"United Kingdom"
"548014","22467","GUMBALL COAT RACK",6,"3/29/11 11:29",2.55,17719,"United Kingdom"
"548014","21534","DAIRY MAID LARGE MILK JUG",3,"3/29/11 11:29",4.95,17719,"United Kingdom"
"548014","21528","DAIRY MAID TRADITIONAL TEAPOT",2,"3/29/11 11:29",6.95,17719,"United Kingdom"
"548014","20749","ASSORTED COLOUR MINI CASES",2,"3/29/11 11:29",7.95,17719,"United Kingdom"
"548014","22927","GREEN GIANT GARDEN THERMOMETER",2,"3/29/11 11:29",5.95,17719,"United Kingdom"
"548014","21896","POTTING SHED TWINE",6,"3/29/11 11:29",2.1,17719,"United Kingdom"
"548014","22673","FRENCH GARDEN SIGN BLUE METAL",12,"3/29/11 11:29",1.25,17719,"United Kingdom"
"548014","22675","FRENCH KITCHEN SIGN BLUE METAL",12,"3/29/11 11:29",1.25,17719,"United Kingdom"
"548014","21172","PARTY METAL SIGN",12,"3/29/11 11:29",1.45,17719,"United Kingdom"
"548014","22725","ALARM CLOCK BAKELIKE CHOCOLATE",4,"3/29/11 11:29",3.75,17719,"United Kingdom"
"548014","22728","ALARM CLOCK BAKELIKE PINK",4,"3/29/11 11:29",3.75,17719,"United Kingdom"
"548014","22726","ALARM CLOCK BAKELIKE GREEN",4,"3/29/11 11:29",3.75,17719,"United Kingdom"
"548014","22729","ALARM CLOCK BAKELIKE ORANGE",4,"3/29/11 11:29",3.75,17719,"United Kingdom"
"548014","22727","ALARM CLOCK BAKELIKE RED",4,"3/29/11 11:29",3.75,17719,"United Kingdom"
"548014","22730","ALARM CLOCK BAKELIKE IVORY",4,"3/29/11 11:29",3.75,17719,"United Kingdom"
"548014","22194","BLACK DINER WALL CLOCK",2,"3/29/11 11:29",8.5,17719,"United Kingdom"
"548014","85054","FRENCH ENAMEL POT W LID",6,"3/29/11 11:29",2.95,17719,"United Kingdom"
"548014","22429","ENAMEL MEASURING JUG CREAM",4,"3/29/11 11:29",4.25,17719,"United Kingdom"
"548014","22427","ENAMEL FLOWER JUG CREAM",3,"3/29/11 11:29",5.95,17719,"United Kingdom"
"548014","35809A","ENAMEL PINK TEA CONTAINER",12,"3/29/11 11:29",0.83,17719,"United Kingdom"
"548014","35810B","ENAMEL BLUE RIM COFFEE CONTAINER",12,"3/29/11 11:29",0.83,17719,"United Kingdom"
"548014","22843","BISCUIT TIN VINTAGE GREEN",2,"3/29/11 11:29",6.75,17719,"United Kingdom"
"C548015","82583","HOT BATHS METAL SIGN",-30,"3/29/11 11:30",1.69,13802,"United Kingdom"
"548016","23076","ICE CREAM SUNDAE LIP GLOSS",24,"3/29/11 11:39",1.25,16871,"United Kingdom"
"548016","22712","CARD DOLLY GIRL",12,"3/29/11 11:39",0.42,16871,"United Kingdom"
"548017","22940","FELTCRAFT CHRISTMAS FAIRY",4,"3/29/11 11:42",4.25,16871,"United Kingdom"
"548017","22750","FELTCRAFT PRINCESS LOLA DOLL",4,"3/29/11 11:42",3.75,16871,"United Kingdom"
"548017","22569","FELTCRAFT CUSHION BUTTERFLY",4,"3/29/11 11:42",3.75,16871,"United Kingdom"
"548017","22568","FELTCRAFT CUSHION OWL",4,"3/29/11 11:42",3.75,16871,"United Kingdom"
"548017","22570","FELTCRAFT CUSHION RABBIT",4,"3/29/11 11:42",3.75,16871,"United Kingdom"
"548017","22743","MAKE YOUR OWN FLOWERPOWER CARD KIT",6,"3/29/11 11:42",2.95,16871,"United Kingdom"
"548017","22742","MAKE YOUR OWN PLAYTIME CARD KIT",6,"3/29/11 11:42",2.95,16871,"United Kingdom"
"548017","22960","JAM MAKING SET WITH JARS",6,"3/29/11 11:42",4.25,16871,"United Kingdom"
"548017","22993","SET OF 4 PANTRY JELLY MOULDS",12,"3/29/11 11:42",1.25,16871,"United Kingdom"
"548017","84375","SET OF 20 KIDS COOKIE CUTTERS",12,"3/29/11 11:42",2.1,16871,"United Kingdom"
"548017","22961","JAM MAKING SET PRINTED",12,"3/29/11 11:42",1.45,16871,"United Kingdom"
"548017","22978","PANTRY ROLLING PIN",6,"3/29/11 11:42",3.75,16871,"United Kingdom"
"548017","22720","SET OF 3 CAKE TINS PANTRY DESIGN",3,"3/29/11 11:42",4.95,16871,"United Kingdom"
"548017","84987","SET OF 36 TEATIME PAPER DOILIES",12,"3/29/11 11:42",1.45,16871,"United Kingdom"
"548017","21210","SET OF 72 RETROSPOT PAPER  DOILIES",12,"3/29/11 11:42",1.45,16871,"United Kingdom"
"548017","84988","SET OF 72 PINK HEART PAPER DOILIES",12,"3/29/11 11:42",1.45,16871,"United Kingdom"
"548017","21212","PACK OF 72 RETROSPOT CAKE CASES",24,"3/29/11 11:42",0.55,16871,"United Kingdom"
"548017","21977","PACK OF 60 PINK PAISLEY CAKE CASES",24,"3/29/11 11:42",0.55,16871,"United Kingdom"
"548017","84991","60 TEATIME FAIRY CAKE CASES",24,"3/29/11 11:42",0.55,16871,"United Kingdom"
"548017","47591D","PINK FAIRY CAKE CHILDRENS APRON",8,"3/29/11 11:42",1.95,16871,"United Kingdom"
"548017","22429","ENAMEL MEASURING JUG CREAM",4,"3/29/11 11:42",4.25,16871,"United Kingdom"
"548033","21181","PLEASE ONE PERSON METAL SIGN",12,"3/29/11 12:01",2.1,14441,"United Kingdom"
"548033","21174","POTTERING IN THE SHED METAL SIGN",12,"3/29/11 12:01",2.08,14441,"United Kingdom"
"548033","21165","BEWARE OF THE CAT METAL SIGN",12,"3/29/11 12:01",1.69,14441,"United Kingdom"
"548033","21907","I'M ON HOLIDAY METAL SIGN",12,"3/29/11 12:01",2.1,14441,"United Kingdom"
